AUS;LP_NR;SEITE;TITEL_NR;ART;LPTITEL;TITEL;BAND;DIRIGENT;KOMPONIST;INTERPR1;INTERPR2;INTERPR3;INTERPR4;INTERPR5;INTERPR6;INTERPR7;INTERPR8;INTERPR9;INTERPR10;ANMERKUNG;MUSIKART;JAHR;MIN;NOTE;SEK;WAHL
;  10; 1; 3;CD;PHILLY INTERNATIONAL GREATEST;USE TA BE MY GIRL;O'JAYS , THE;;;O'JAYS , THE;;;;;;;;;;;PHILLY;0;4;;1;0
;  10; 1; 4;CD;PHILLY INTERNATIONAL GREATEST;CLOSE THE DOOR;PENDERGRASS , TEDDY;;;PENDERGRASS , TEDDY;;;;;;;;;;;PHILLY;0;5;;26;0
;  10; 1; 5;CD;PHILLY INTERNATIONAL GREATEST;ME AND MRS.JONES;PAUL , BILLY;;;PAUL , BILLY;;;;;;;;;;;PHILLY;0;4;;46;0
;  10; 1; 6;CD;PHILLY INTERNATIONAL GREATEST;YOU'LL NEVER FIND ANOTHER LOVE;RAWLS , LOU;;;RAWLS , LOU;;;;;;;;;;;PHILLY;0;4;;28;0
;  10; 1; 7;CD;PHILLY INTERNATIONAL GREATEST;LET'S GROOVE;BELL , ARCHIE & THE DRELLS;;;BELL , ARCHIE & THE.;;;;;;;;;;;PHILLY;0;5;;59;0
;  10; 1; 8;CD;PHILLY INTERNATIONAL GREATEST;I LOVE MUSIC;O'JAYS , THE;;;O'JAYS , THE;;;;;;;;;;;PHILLY;0;6;;53;0
;  11; 1; 1;CD;THE SOUND OF PHILADELPHIA 72-82;ME AND MRS. JONES;PAUL , BILLY;;;PAUL , BILLY;;;;;;;;;;;PHILLY;1972;4;;39;0
;  11; 1; 2;CD;THE SOUND OF PHILADELPHIA 72-82;I LOVE MUSIC;O'JAYS , THE;;;O'JAYS , THE;;;;;;;;;;;PHILLY;1975;3;;34;0
;  11; 1; 3;CD;THE SOUND OF PHILADELPHIA 72-82;DON'T LEAVE ME THIS WAY;MELVIN , HEROLD & THE BLUENOTES;;;MELVIN , HEROLD &...;;;;;;;;;;;PHILLY;1975;3;;57;0
;  11; 1; 4;CD;THE SOUND OF PHILADELPHIA 72-82;NIGHTS OVER EGYPT;JONES GIRLS;;;JONES GIRLS;;;;;;;;;;;PHILLY;1981;3;;40;0
;  11; 1; 5;CD;THE SOUND OF PHILADELPHIA 72-82;YEAR OF DECISION;THREE DEGREES , THE;;;THREE DEGREES , THE;;;;;;;;;;;PHILLY;1973;2;;37;0
;  11; 1; 6;CD;THE SOUND OF PHILADELPHIA 72-82;LOVE TRAIN;O'JAYS , THE;;;O'JAYS , THE;;;;;;;;;;;PHILLY;1972;2;;55;0
;  11; 1; 7;CD;THE SOUND OF PHILADELPHIA 72-82;LOVE T.K.O.;PENDERGRASS , TEDDY;;;PENDERGRASS , TEDDY;;;;;;;;;;;PHILLY;1980;3;;39;0
;  11; 1; 8;CD;THE SOUND OF PHILADELPHIA 72-82;WHEN WILL I SEE YOU AGAIN;THREE DEGREES , THE;;;THREE DEGREES , THE;;;;;;;;;;;PHILLY;1973;2;;57;0
;  11; 1; 9;CD;THE SOUND OF PHILADELPHIA 72-82;SHOW YOU THE WAY TO GO;JACKSONS , THE;;;JACKSONS , THE;;;;;;;;;;;PHILLY;1976;3;;27;0
;  11; 1;10;CD;THE SOUND OF PHILADELPHIA 72-82;IF YOU DON'T KNOW ME BY NOW;MELVIN , HEROLD & THE BLUENOTES;;;MELVIN , HEROLD &...;;;;;;;;;;;PHILLY;1972;2;;23;0
;  11; 1;11;CD;THE SOUND OF PHILADELPHIA 72-82;BACKSTABBERS;O'JAYS , THE;;;O'JAYS , THE;;;;;;;;;;;PHILLY;1972;3;;2;0
;  11; 1;12;CD;THE SOUND OF PHILADELPHIA 72-82;YOU'LL NEVER FIND ANOTHER LOVE;RAWLS , LOU;;;RAWLS , LOU;;;;;;;;;;;PHILLY;1976;3;;31;0
;  11; 1;13;CD;THE SOUND OF PHILADELPHIA 72-82;WAKE UP EVERYBODY;MELVIN , HEROLD & THE BLUENOTES;;;MELVIN , HEROLD &...;;;;;;;;;;;PHILLY;1974;3;;39;0
;  11; 1;14;CD;THE SOUND OF PHILADELPHIA 72-82;T.S.O.P.;M.F.S.B.;;;M.F.S.B.;;;;;;;;;;;PHILLY;1973;3;;16;0
;  11; 1;15;CD;THE SOUND OF PHILADELPHIA 72-82;SOUL CITY WALK;BELL , ARCHIE & THE DRELLS;;;BELL , ARCHIE & THE.;;;;;;;;;;;PHILLY;1975;3;;10;0
;  11; 1;16;CD;THE SOUND OF PHILADELPHIA 72-82;THE LOVE I LOST;MELVIN , HARALD & THE BLUENOTES;;;MELVIN , HARALD &...;;;;;;;;;;;PHILLY;1973;4;;6;0
;  12; 1; 1;CD;PHILLY INTERNATIONAL DANCE VOL.I;LOVE IS A MESSAGE;M.F.S.B.;;;M.F.S.B.;;;;;;;;;;;PHILLY;1973;6;;36;0
;  12; 1; 2;CD;PHILLY INTERNATIONAL DANCE VOL.I;FOR THE LOVE OF MONEY;O'JAYS , THE;;;O'JAYS , THE;;;;;;;;;;;PHILLY;1975;7;;19;0
;  12; 1; 3;CD;PHILLY INTERNATIONAL DANCE VOL.I;BREAKING AND ENTERING;DEE DEE SHARP GAMBLE;;;DEE DEE SHARP GAMBLE;;;;;;;;;;;PHILLY;1979;6;;59;0
;  12; 1; 4;CD;PHILLY INTERNATIONAL DANCE VOL.I;DO IT ANY WAY YOU WANNA;PEOPLE'S CHOICE;;;PEOPLE'S CHOISE;;;;;;;;;;;PHILLY;1980;3;;17;0
;  12; 1; 5;CD;PHILLY INTERNATIONAL DANCE VOL.I;MUSIC IS MY WAY OF LIFE;LABELLE , PETTI;;;LABELLE , PATTY;;;;;;;;;;;PHILLY;1985;8;;11;0
;  12; 1; 6;CD;PHILLY INTERNATIONAL DANCE VOL.I;MYSTERIES OF THE WORLD;M.F.S.B.;;;M.F.S.B.;;;;;;;;;;;PHILLY;1984;5;;28;0
;  13; 1; 1;CD;PHILLY BALLADS VOL.I;TURN OFF THE LIGHTS;PENDERGRASS , TEDDY;;;PENDERGRASS , TEDDY;;;;;;;;;;;PHILLY;1972;5;;56;0
;  13; 1; 2;CD;PHILLY BALLADS VOL.I;SUNSHINE;O'JAYS , THE;;;O'JAYS , THE;;;;;;;;;;;PHILLY;1973;3;;42;0
;  13; 1; 3;CD;PHILLY BALLADS VOL.I;I WANNA KNOW YOUR NAME;INTRUDERS , THE;;;INTRUDERS , THE;;;;;;;;;;;PHILLY;1975;5;;49;0
;  13; 1; 4;CD;PHILLY BALLADS VOL.I;HURRY UP THIS WAY AGAIN;STYLISTICS , THE;;;STYLISTICS , THE;;;;;;;;;;;PHILLY;1976;5;;52;0
;  13; 1; 5;CD;PHILLY BALLADS VOL.I;IF YOU DON'T KNOW ME BY NOW;MELVIN , HEROLD & THE BLUENOTES;;;MELVIN , HEROLD &...;;;;;;;;;;;PHILLY;1978;3;;26;0
;  13; 1; 6;CD;PHILLY BALLADS VOL.I;I'M NOT IN LOVE;DEE DEE SHARP;;;DEE DEE SHARP;;;;;;;;;;;PHILLY;1979;5;;16;0
;  13; 1; 7;CD;PHILLY BALLADS VOL.I;DON'T LET IT GO TO YOUR HEAD;CARN , JEAN;;;CARN , JEAN;;;;;;;;;;;PHILLY;1980;4;;50;0
;  13; 1; 8;CD;PHILLY BALLADS VOL.I;YOU'LL NEVER FIND ANOTHER LOVE;RAWLS , LOU;;;RAWLES , LOU;;;;;;;;;;;PHILLY;1984;4;;28;0
;  14; 1; 1;CD;BUBBLE GUM PARTY 2;BARBARA ANN;BEACH BOYS;;;BEACH BOYS;;;;;;;;;;;OLDIE;1966;2;;11;0
;  14; 1; 2;CD;BUBBLE GUM PARTY 2;HELLO SUSIE;AMEN CORNER;;;AMEN CORNER;;;;;;;;;;;OLDIE;1969;2;;53;0
;  14; 1; 3;CD;BUBBLE GUM PARTY 2;VENUS;SHOCKING BLUE;;;SHOCKING BLUE;;;;;;;;;;;OLDIE;1969;3;;3;0
;  14; 1; 4;CD;BUBBLE GUM PARTY 2;SILENCE IS GOLDEN;TREMELOES , THE;;;TREMELOES , THE;;;;;;;;;;;OLDIE;1967;3;;7;0
;  14; 1; 5;CD;BUBBLE GUM PARTY 2;MELLOW YELLOW;DONOVAN;;;DONOVAN;;;;;;;;;;;OLDIE;1966;3;;40;0
;  14; 1; 6;CD;BUBBLE GUM PARTY 2;DEAR MRS. APPLEBEE;GARRICK , DAVID;;;GARRICK , DAVID;;;;;;;;;;;OLDIE;1967;2;;12;0
;  14; 1; 7;CD;BUBBLE GUM PARTY 2;SEASONS IN THE SUN;JACKS , TERRY;;;JACKS , TERRY;;;;;;;;;;;OLDIE;1974;3;;23;0
;  14; 1; 8;CD;BUBBLE GUM PARTY 2;THE LEGEND OF XANADU;DAVE DEE,DOZY,BEAKY,MICK & TICH;;;DAVE DEE & CO;;;;;;;;;;;OLDIE;1968;3;;33;0
;  14; 1; 9;CD;BUBBLE GUM PARTY 2;WINCHESTER CATHEDRAL;NEW VAUDEVILLE BAND , THE;;;NEW VAUDEVILLE BAND;;;;;;;;;;;OLDIE;1966;2;;23;0
;  14; 1;10;CD;BUBBLE GUM PARTY 2;IN THE SUMMERTIME;MUNGO JERRY;;;MUNGO JERRY;;;;;;;;;;;OLDIE;1970;3;;29;0
;  14; 1;11;CD;BUBBLE GUM PARTY 2;SOLEY SOLEY;MIDDLE OF THE ROAD;;;MIDDLE OF THE ROAD;;;;;;;;;;;OLDIE;1972;3;;7;0
;  14; 1;12;CD;BUBBLE GUM PARTY 2;HEYA;JERONIMO;;;JERONIMO;;;;;;;;;;;OLDIE;1972;3;;27;0
;  14; 1;13;CD;BUBBLE GUM PARTY 2;ON THE ROAD AGAIN;CANNED HEAT;;;CANNED HEAT;;;;;;;;;;;OLDIE;1968;3;;22;0
;  14; 1;14;CD;BUBBLE GUM PARTY 2;SHA LA LA LA LEE;SMALL FACES;;;SMALL FACES;;;;;;;;;;;OLDIE;1966;2;;53;0
;  14; 1;15;CD;BUBBLE GUM PARTY 2;GLORIA;THEM;;;THEM;;;;;;;;;;;OLDIE;1965;2;;37;0
;  14; 1;16;CD;BUBBLE GUM PARTY 2;GIMME LITTLE SIGN;WOOD , BRENTON;;;WOOD , BRENTON;;;;;;;;;;;OLDIE;1967;2;;17;0
;  14; 1;17;CD;BUBBLE GUM PARTY 2;TIP-TOE THRU' THE TULIPS WITH ME;TIM , TINY;;;TIM , TINY;;;;;;;;;;;OLDIE;1968;1;;48;0
;  14; 1;18;CD;BUBBLE GUM PARTY 2;I'M THE URBAN SPACEMAN;BONZO DOG BAND;;;BONZO DOG BAND;;;;;;;;;;;OLDIE;1968;2;;22;0
;  14; 2; 1;CD;BUBBLE GUM PARTY 2;GET IN ON;T.REX;;;T.REX;;;;;;;;;;;OLDIE;1971;4;;25;0
;  14; 2; 2;CD;BUBBLE GUM PARTY 2;SUGER BABY LOVE;RUBETTES , THE;;;RUBETTES , THE;;;;;;;;;;;OLDIE;1974;3;;30;0
;  14; 2; 3;CD;BUBBLE GUM PARTY 2;ISRAELITES;DEKKER , DESMOND;;;DEKKER , DESMOND;;;;;;;;;;;OLDIE;1969;2;;38;0
;  14; 2; 4;CD;BUBBLE GUM PARTY 2;A-M-E-R-I-C-A;LOPEZ , TRINI;;;LOPEZ , TRINI;;;;;;;;;;;OLDIE;1966;3;;38;0
;  14; 2; 5;CD;BUBBLE GUM PARTY 2;THESE BOOTS ARE MADE FOR WALKIN';SINATRA , NANCY;;;SINATRA , NANCY;;;;;;;;;;;OLDIE;1966;2;;41;0
;  14; 2; 6;CD;BUBBLE GUM PARTY 2;I'M A BELIEVER;MONKEES , THE;;;MONKEES , THE;;;;;;;;;;;OLDIE;1966;2;;48;0
;  14; 2; 7;CD;BUBBLE GUM PARTY 2;LEADER OF THE PACK;SHANGRI-LAS , THE;;;SHANGRI-LAS , THE;;;;;;;;;;;OLDIE;1964;2;;48;0
;  14; 2; 8;CD;BUBBLE GUM PARTY 2;CRIMSON AND CLOVER;TOMMY JAMES AND THE SHONDELLS;;;TOMMY JAMES & THE S.;;;;;;;;;;;OLDIE;1968;3;;29;0
;  14; 2; 9;CD;BUBBLE GUM PARTY 2;FOX ON THE RUN;SWEET;;;SWEET;;;;;;;;;;;OLDIE;1974;3;;23;0
;  14; 2;10;CD;BUBBLE GUM PARTY 2;BEND IT !;DAVE DEE,DOZY,BEAKY,MICK & TICH;;;DAVE DEE & C0;;;;;;;;;;;OLDIE;1966;2;;35;0
;  14; 2;11;CD;BUBBLE GUM PARTY 2;WAKE UP LITTLE SUSIE;EVERLY BROTHERS , THE;;;EVERLEY BROTHERS;;;;;;;;;;;OLDIE;1968;2;;0;0
;  14; 2;12;CD;BUBBLE GUM PARTY 2;THE HIPPY HIPPY SHAKE;SWINGING BLUE JEANS , THE;;;SWINGING BLUE JEANS;;;;;;;;;;;OLDIE;1963;1;;44;0
;  14; 2;13;CD;BUBBLE GUM PARTY 2;DA DOO RON RON;SEARCHERS , THE;;;SEARCHERS , THE;;;;;;;;;;;OLDIE;1963;2;;22;0
;  14; 2;14;CD;BUBBLE GUM PARTY 2;LILY THE PINK;SCAFFOLD , THE;;;SCAFFOLD , THE;;;;;;;;;;;OLDIE;1968;4;;17;0
;  14; 2;15;CD;BUBBLE GUM PARTY 2;YOU AIN'T SEEN NOTHING' YET;BACHMAN-TURNER OVERDRIVE;;;BACHMAN-TURNER O.;;;;;;;;;;;OLDIE;1974;3;;31;0
;  14; 2;16;CD;BUBBLE GUM PARTY 2;AMERICAN WOMAN;GUESS WHO , THE;;;GUESS WHO , THE;;;;;;;;;;;OLDIE;1970;5;;6;0
;  15; 1; 1;CD;THE VERY BEST OF -ELTON JOHN-;YOUR SONG;JOHN , ELTON;;;JOHN , ELTON;;;;;;;;;;;OLDIE;1969;3;;58;0
;  15; 1; 2;CD;THE VERY BEST OF -ELTON JOHN-;ROCKET MAN;JOHN , ELTON;;;JOHN , ELTON;;;;;;;;;;;OLDIE;1972;4;;40;0
;  15; 1; 3;CD;THE VERY BEST OF -ELTON JOHN-;HONKY CAT;JOHN , ELTON;;;JOHN , ELTON;;;;;;;;;;;OLDIE;1972;5;;10;0
;  15; 1; 4;CD;THE VERY BEST OF -ELTON JOHN-;CROCODILE ROCK;JOHN , ELTON;;;JOHN , ELTON;;;;;;;;;;;OLDIE;1972;3;;52;0
;  15; 1; 5;CD;THE VERY BEST OF -ELTON JOHN-;DANIEL;JOHN , ELTON;;;JOHN , ELTON;;;;;;;;;;;OLDIE;1972;3;;50;0
;  15; 1; 6;CD;THE VERY BEST OF -ELTON JOHN-;GOODBYE YELLOW BRICK ROAD;JOHN , ELTON;;;JOHN , ELTON;;;;;;;;;;;OLDIE;1973;3;;13;0
;  15; 1; 7;CD;THE VERY BEST OF -ELTON JOHN-;SATURDAY NIGHT'S ALRIGHT FOR F.;JOHN , ELTON;;;JOHN , ELTON;;;;;;;;;;;OLDIE;1973;4;;50;0
;  15; 1; 8;CD;THE VERY BEST OF -ELTON JOHN-;CANDLE IN THE WIND;JOHN , ELTON;;;JOHN , ELTON;;;;;;;;;;;OLDIE;1973;3;;47;0
;  15; 1; 9;CD;THE VERY BEST OF -ELTON JOHN-;DON'T LET THE SUN GO DOWN ON ME;JOHN , ELTON;;;JOHN , ELTON;;;;;;;;;;;OLDIE;1974;6;;12;0
;  15; 1;10;CD;THE VERY BEST OF -ELTON JOHN-;LUCY IN THE SKY WITH DIAMONDS;JOHN , ELTON;;;JOHN , ELTON;;;;;;;;;;;OLDIE;1974;5;;55;0
;  15; 1;11;CD;THE VERY BEST OF -ELTON JOHN-;PHILADELPHIA FREEDOM;JOHN , ELTON;;;JOHN , ELTON;;;;;;;;;;;OLDIE;1975;5;;19;0
;  15; 1;12;CD;THE VERY BEST OF -ELTON JOHN-;SOMEONE SAVED MY LIFE TONIGHT;JOHN , ELTON;;;JOHN , ELTON;;;;;;;;;;;OLDIE;1975;6;;42;0
;  15; 1;13;CD;THE VERY BEST OF -ELTON JOHN-;PINBALL WIZARD;JOHN , ELTON;;;JOHN , ELTON;;;;;;;;;;;OLDIE;1975;5;;8;0
;  15; 1;14;CD;THE VERY BEST OF -ELTON JOHN-;THE BITCH IS BACK;JOHN , ELTON;;;JOHN , ELTON;;;;;;;;;;;OLDIE;1974;3;;35;0
;  15; 2; 1;CD;THE VERY BEST OF -ELTON JOHN-;DON'T  GO BREAKING MY HEART;JOHN , ELTON;;;JOHN , ELTON;;;;;;;;;;;OLDIE;1976;4;;25;0
;  15; 2; 2;CD;THE VERY BEST OF -ELTON JOHN-;BENNIE AND THE JETS;JOHN , ELTON;;;JOHN , ELTON;;;;;;;;;;;OLDIE;1973;5;;9;0
;  15; 2; 3;CD;THE VERY BEST OF -ELTON JOHN-;SORRY SEEMS TO BE THE HARDEST W.;JOHN , ELTON;;;JOHN , ELTON;;;;;;;;;;;OLDIE;1976;3;;43;0
;  15; 2; 4;CD;THE VERY BEST OF -ELTON JOHN-;SONG FOR GUY;JOHN , ELTON;;;JOHN , ELTON;;;;;;;;;;;OLDIE/INSTR.;1978;5;;2;0
;  15; 2; 5;CD;THE VERY BEST OF -ELTON JOHN-;PART TIME LOVE;JOHN , ELTON;;;JOHN , ELTON;;;;;;;;;;;OLDIE;1978;3;;12;0
;  15; 2; 6;CD;THE VERY BEST OF -ELTON JOHN-;BLUE EYES;JOHN , ELTON;;;JOHN , ELTON;;;;;;;;;;;OLDIE;1983;3;;25;0
;  15; 2; 7;CD;THE VERY BEST OF -ELTON JOHN-;I GUESS THAT'S WHY THEY CALL IT;JOHN , ELTON;;;JOHN , ELTON;;;;;;;;;;;OLDIE;1983;4;;40;0
;  15; 2; 8;CD;THE VERY BEST OF -ELTON JOHN-;I'M STILL STANDING;JOHN , ELTON;;;JOHN , ELTON;;;;;;;;;;;OLDIE;1983;3;;1;0
;  15; 2; 9;CD;THE VERY BEST OF -ELTON JOHN-;KISS THE BRIDE;JOHN , ELTON;;;JOHN , ELTON;;;;;;;;;;;OLDIE;1983;3;;52;0
;  15; 2;10;CD;THE VERY BEST OF -ELTON JOHN-;SAD SONGS;JOHN , ELTON;;;JOHN , ELTON;;;;;;;;;;;OLDIE;1984;4;;7;0
;  15; 2;11;CD;THE VERY BEST OF -ELTON JOHN-;PASSENGERS;JOHN , ELTON;;;JOHN , ELTON;;;;;;;;;;;OLDIE;1984;3;;22;0
;  15; 2;12;CD;THE VERY BEST OF -ELTON JOHN-;NIKITA;JOHN , ELTON;;;JOHN , ELTON;;;;;;;;;;;OLDIE;1985;4;;53;0
;  15; 2;13;CD;THE VERY BEST OF -ELTON JOHN-;I DON'T WANNA GO ON WITH YOU LIKE;JOHN , ELTON;;;JOHN , ELTON;;;;;;;;;;;LM;1988;4;;33;0
;  15; 2;14;CD;THE VERY BEST OF -ELTON JOHN-;SACRIFICE;JOHN , ELTON;;;JOHN , ELTON;;;;;;;;;;;LM;1989;5;;7;0
;  15; 2;15;CD;THE VERY BEST OF -ELTON JOHN-;EASIER TO WALK AWAY;JOHN , ELTON;;;JOHN , ELTON;;;;;;;;;;;LM;1990;4;;23;0
;  15; 2;16;CD;THE VERY BEST OF -ELTON JOHN-;YOU GOTTA LOVE SOMEONE;JOHN , ELTON;;;JOHN , ELTON;;;;;;;;;;;LM;1990;4;;58;0
;  16; 1; 1;CD;THE SINGLES-ABBA-;RING RING;ABBA;;;ABBA;;;;;;;;;;;UNTERHALTUNG;1973;3;;3;0
;  16; 1; 2;CD;THE SINGLES-ABBA-;WATERLOO;ABBA;;;ABBA;;;;;;;;;;;UNTERHALTUNG;1974;2;;44;0
;  16; 1; 3;CD;THE SINGLES-ABBA-;SO LONG;ABBA;;;ABBA;;;;;;;;;;;UNTERHALTUNG;1975;3;;5;0
;  16; 1; 4;CD;THE SINGLES-ABBA-;I DO,I DO,I DO,I DO,I DO;ABBA;;;ABBA;;;;;;;;;;;UNTERHALTUNG;1975;3;;16;0
;  16; 1; 5;CD;THE SINGLES-ABBA-;SOS;ABBA;;;ABBA;;;;;;;;;;;UNTERHALTUNG;1975;3;;21;0
;  16; 1; 6;CD;THE SINGLES-ABBA-;MAMMA MIA;ABBA;;;ABBA;;;;;;;;;;;UNTERHALTUNG;1975;3;;31;0
;  16; 1; 7;CD;THE SINGLES-ABBA-;FERNANDO;ABBA;;;ABBA;;;;;;;;;;;UNTERHALTUNG;1976;4;;11;0
;  16; 1; 8;CD;THE SINGLES-ABBA-;DANCING QUEEN;ABBA;;;ABBA;;;;;;;;;;;UNTERHALTUNG;1976;3;;49;0
;  16; 1; 9;CD;THE SINGLES-ABBA-;MONEY, MONEY, MONEY;ABBA;;;ABBA;;;;;;;;;;;UNTERHALTUNG;1976;3;;6;0
;  16; 1;10;CD;THE SINGLES-ABBA-;KNOWING ME, KNOWING YOU;ABBA;;;ABBA;;;;;;;;;;;UNTERHALTUNG;1976;4;;0;0
;  16; 1;11;CD;THE SINGLES-ABBA-;THE NAME OF THE GAME;ABBA;;;ABBA;;;;;;;;;;;UNTERHALTUNG;1977;3;;58;0
;  16; 1;12;CD;THE SINGLES-ABBA-;TAKE A CHANCE ON ME;ABBA;;;ABBA;;;;;;;;;;;UNTERHALTUNG;1977;4;;0;0
;  16; 1;13;CD;THE SINGLES-ABBA-;SUMMER NIGHT CITY;ABBA;;;ABBA;;;;;;;;;;;UNTERHALTUNG;1978;3;;30;0
;  16; 2; 1;CD;THE SINGLES-ABBA-;CHIQUITITA;ABBA;;;ABBA;;;;;;;;;;;UNTERHALTUNG;1979;5;;22;0
;  16; 2; 2;CD;THE SINGLES-ABBA-;DOES YOUR MOTHER KNOW;ABBA;;;ABBA;;;;;;;;;;;UNTERHALTUNG;1979;3;;13;0
;  16; 2; 3;CD;THE SINGLES-ABBA-;VOULEZ-VOUS;ABBA;;;ABBA;;;;;;;;;;;UNTERHALTUNG;1979;5;;5;0
;  16; 2; 4;CD;THE SINGLES-ABBA-;GIMME! GIMME! GIMME!;ABBA;;;ABBA;;;;;;;;;;;UNTERHALTUNG;1979;4;;47;0
;  16; 2; 5;CD;THE SINGLES-ABBA-;I HAVE A DREAM;ABBA;;;ABBA;;;;;;;;;;;UNTERHALTUNG;1979;4;;39;0
;  16; 2; 6;CD;THE SINGLES-ABBA-;THE WINNER TAKES IT ALL;ABBA;;;ABBA;;;;;;;;;;;UNTERHALTUNG;1980;4;;52;0
;  16; 2; 7;CD;THE SINGLES-ABBA-;SUPER TROUPER;ABBA;;;ABBA;;;;;;;;;;;UNTERHALTUNG;1980;4;;10;0
;  16; 2; 8;CD;THE SINGLES-ABBA-;ONE OF US;ABBA;;;ABBA;;;;;;;;;;;UNTERHALTUNG;1981;3;;53;0
;  16; 2; 9;CD;THE SINGLES-ABBA-;THE DAY BEFORE YOU CAME;ABBA;;;ABBA;;;;;;;;;;;UNTERHALTUNG;1982;5;;46;0
;  16; 2;10;CD;THE SINGLES-ABBA-;UNDER ATTACK;ABBA;;;ABBA;;;;;;;;;;;UNTERHALTUNG;1982;3;;40;0
;  17; 1; 1;CD;HEART ROCK-ROCK FÜR'S HERZ-;PURPLE RAIN;PRINCE &THE REVOLUTION;;;PRINCE & THE REVOL.;;;;;;;;;;;SOFT;1984;4;;2;0
;  17; 1; 2;CD;HEART ROCK-ROCK FÜR'S HERZ-;ORINOCO FLOW;ENYA;;;ENYA              .;;;;;;;;;;;SOFT;1988;3;;45;0
;  17; 1; 3;CD;HEART ROCK-ROCK FÜR'S HERZ-;JOSEPHINE;REA , CHRIS;;;REA , CHRIS       .;;;;;;;;;;;SOFT;1985;3;;54;0
;  17; 1; 4;CD;HEART ROCK-ROCK FÜR'S HERZ-;YOU'RE THE VOICE;FARNHAM , JOHN;;;FARNHAM , JOHN;;;;;;;;;;;SOFT;1986;4;;58;0
;  17; 1; 5;CD;HEART ROCK-ROCK FÜR'S HERZ-;BROKEN WINGS;MR. MISTER;;;MR. MISTER;;;;;;;;;;;SOFT;1985;4;;41;0
;  17; 1; 6;CD;HEART ROCK-ROCK FÜR'S HERZ-;FOREVER YOUNG;ALPHAVILLE;;;ALPHAVILLE;;;;;;;;;;;SOFT;1984;3;;45;0
;  17; 1; 7;CD;HEART ROCK-ROCK FÜR'S HERZ-;MANCHILD;CHERRY , NENEH;;;CHERRY , NENEH;;;;;;;;;;;SOFT;1989;3;;52;0
;  17; 1; 8;CD;HEART ROCK-ROCK FÜR'S HERZ-;CHINA IN YOUR HAND;T'PAU;;;T'PAU;;;;;;;;;;;SOFT;1987;4;;7;0
;  17; 1; 9;CD;HEART ROCK-ROCK FÜR'S HERZ-;TRUE;SPANDAU BALLET;;;SPANDAU BALLET;;;;;;;;;;;SOFT;1983;5;;40;0
;  17; 1;10;CD;HEART ROCK-ROCK FÜR'S HERZ-;ELLA ELLE I'A;GALL , FRANCE;;;GALL , FRANCE;;;;;;;;;;;SOFT;1987;4;;49;0
;  17; 1;11;CD;HEART ROCK-ROCK FÜR'S HERZ-;SEALED WITH A KISS;HYLAND , BRIAN;;;HYLAND , BRIAN;;;;;;;;;;;SOFT;1962;2;;45;0
;  17; 1;12;CD;HEART ROCK-ROCK FÜR'S HERZ-;LA VIE EN ROSE;JONES , GRACE;;;JONES , GRACE;;;;;;;;;;;SOFT;1977;3;;35;0
;  17; 1;13;CD;HEART ROCK-ROCK FÜR'S HERZ-;LADY IN BLACK;URIAH HEEP;;;URIAH HEEP;;;;;;;;;;;SOFT;1975;3;;39;0
;  17; 1;14;CD;HEART ROCK-ROCK FÜR'S HERZ-;EMPTY ROOMS;MOORE , GARY;;;MOORE , GARY;;;;;;;;;;;SOFT;1985;4;;15;0
;  17; 1;15;CD;HEART ROCK-ROCK FÜR'S HERZ-;IF I WAS;MIDGE URE;;;MIDGE URE;;;;;;;;;;;SOFT;1985;5;;19;0
;  17; 1;16;CD;HEART ROCK-ROCK FÜR'S HERZ-;LOVE SUITE;BLUE SYSTEMS;;;BLUE SYSTEMS;;;;;;;;;;;SOFT;1989;3;;17;0
;  17; 1;17;CD;HEART ROCK-ROCK FÜR'S HERZ-;WHAT A WONDERFUL WORLD;ARMSTRONG , LOUIS;;;ARMSTRONG , LOUIS;;;;;;;;;;;SOFT;1970;3;;19;0
;  17; 1;18;CD;HEART ROCK-ROCK FÜR'S HERZ-;READ 'EM AND WEEP;MANILOW , BARRY;;;MANILOW , BARRY;;;;;;;;;;;SOFT;1983;4;;57;0
;  17; 2; 1;CD;HEART ROCK-ROCK FÜR'S HERZ-;WALK ON THE WILD SIDE;REED , LOU;;;REED , LOU;;;;;;;;;;;SOFT;1972;4;;12;0
;  17; 2; 2;CD;HEART ROCK-ROCK FÜR'S HERZ-;WE BELONG;BENATAR , PAT;;;BENATAR , PAT;;;;;;;;;;;SOFT;1981;3;;40;0
;  17; 2; 3;CD;HEART ROCK-ROCK FÜR'S HERZ-;BROKEN ENGLISH;FAITHFULL , MARIANNE;;;FAITHFULL , MARIANNE;;;;;;;;;;;SOFT;1979;4;;35;0
;  17; 2; 4;CD;HEART ROCK-ROCK FÜR'S HERZ-;(I JUST)DIED IN YOUR ARMS;CUTTING CREW;;;CUTTING CREW;;;;;;;;;;;SOFT;1986;4;;38;0
;  17; 2; 5;CD;HEART ROCK-ROCK FÜR'S HERZ-;COMING AROUND AGAIN;SIMON , CARLY;;;SIMON , CARLY;;;;;;;;;;;SOFT;1986;3;;31;0
;  17; 2; 6;CD;HEART ROCK-ROCK FÜR'S HERZ-;ADESSO TU;RAMAZZOTTI , EROS;;;RAMAZZOTTI , EROS;;;;;;;;;;;SOFT;1986;3;;56;0
